time,open,high,low,close,tick_volume
2023-09-07 03:00:00,1.24973,1.2505899999999999,1.24957,1.25043,1079
2023-09-07 04:00:00,1.25043,1.25043,1.24935,1.24974,779
2023-09-07 05:00:00,1.24973,1.2499500000000001,1.24924,1.24959,1705
2023-09-07 06:00:00,1.24958,1.25079,1.24766,1.24796,3300
2023-09-07 07:00:00,1.24796,1.24854,1.24606,1.24724,4280
2023-09-07 08:00:00,1.24723,1.24793,1.24572,1.24772,3134
2023-09-07 09:00:00,1.24775,1.2487300000000001,1.24642,1.24691,2858
2023-09-07 10:00:00,1.24692,1.24706,1.245,1.24547,2604
2023-09-07 11:00:00,1.24547,1.24689,1.24546,1.24602,2064
2023-09-07 12:00:00,1.24602,1.24686,1.24451,1.24616,4486
2023-09-07 13:00:00,1.24617,1.24739,1.24527,1.24546,4661
2023-09-07 14:00:00,1.24548,1.24779,1.24468,1.24749,3971
2023-09-07 15:00:00,1.24748,1.24894,1.24677,1.24838,3080
2023-09-07 16:00:00,1.24839,1.24844,1.24723,1.24748,2034
2023-09-07 17:00:00,1.24747,1.24865,1.24734,1.24744,1395
2023-09-07 18:00:00,1.24745,1.24793,1.24692,1.24692,1462
2023-09-07 19:00:00,1.24693,1.24787,1.24673,1.2469999999999999,1316
2023-09-07 20:00:00,1.24701,1.24746,1.24699,1.24702,707
2023-09-07 21:00:00,1.24658,1.24715,1.24626,1.24662,351
2023-09-07 22:00:00,1.24701,1.24719,1.24684,1.24698,264
2023-09-07 23:00:00,1.24698,1.24747,1.2468,1.24747,358
2023-09-08 00:00:00,1.24748,1.24931,1.24735,1.24909,1824
2023-09-08 01:00:00,1.24909,1.24958,1.24728,1.2493,2286
2023-09-08 02:00:00,1.24929,1.25011,1.24905,1.24986,1434
2023-09-08 03:00:00,1.24987,1.24997,1.24946,1.24956,1045
2023-09-08 04:00:00,1.24956,1.24959,1.24895,1.24897,850
2023-09-08 05:00:00,1.24897,1.25049,1.24895,1.25033,1166
2023-09-08 06:00:00,1.2503199999999999,1.25096,1.24815,1.24827,2468
2023-09-08 07:00:00,1.24825,1.24957,1.24781,1.24928,3461
2023-09-08 08:00:00,1.24929,1.24997,1.2482199999999999,1.24863,3443
2023-09-08 09:00:00,1.24863,1.24879,1.24737,1.24825,3156
2023-09-08 10:00:00,1.24826,1.24833,1.24694,1.24806,2501
2023-09-08 11:00:00,1.24806,1.24832,1.24667,1.2482,2523
2023-09-08 12:00:00,1.24824,1.24978,1.24771,1.24793,3483
2023-09-08 13:00:00,1.24796,1.24982,1.24756,1.2495,4679
2023-09-08 14:00:00,1.24952,1.25139,1.24763,1.2484899999999999,4553
2023-09-08 15:00:00,1.2485,1.24852,1.24689,1.24735,2822
2023-09-08 16:00:00,1.24736,1.24759,1.24588,1.24618,1738
2023-09-08 17:00:00,1.24617,1.24697,1.24567,1.24643,1524
2023-09-08 18:00:00,1.24643,1.24679,1.24508,1.2451,1356
2023-09-08 19:00:00,1.2451,1.24551,1.24508,1.24551,1013
2023-09-08 20:00:00,1.24551,1.24655,1.24546,1.24652,915
2023-09-10 21:00:00,1.2461,1.2475100000000001,1.24603,1.24694,526
2023-09-10 22:00:00,1.24759,1.24814,1.24706,1.24781,783
2023-09-10 23:00:00,1.2478,1.24918,1.24744,1.24878,887
2023-09-11 00:00:00,1.2488,1.2494,1.24815,1.2486,1958
