time,open,high,low,close,tick_volume
2024-02-26 03:00:00,51375.26,51516.72,51338.93,51496.71,4189
2024-02-26 04:00:00,51500.2,51537.55,51425.55,51505.35,3968
2024-02-26 05:00:00,51506.08,51560.71,51368.57,51506.96,4136
2024-02-26 06:00:00,51507.39,51567.32,51438.46,51482.91,4076
2024-02-26 07:00:00,51482.87,51485.62,51217.25,51244.87,4495
2024-02-26 08:00:00,51243.98,51344.37,51179.45,51201.78,4621
2024-02-26 09:00:00,51201.85,51266.26,50848.85,50889.73,6530
2024-02-26 10:00:00,50889.32,51195.08,50881.88,51113.34,5248
2024-02-26 11:00:00,51117.12,51160.35,50977.87,51023.43,5194
2024-02-26 12:00:00,51027.79,51195.21,50865.17,51175.69,5044
2024-02-26 13:00:00,51171.22,51410.8,51144.84,51182.96,5180
2024-02-26 14:00:00,51180.54,51678.97,51158.59,51668.91,5706
2024-02-26 15:00:00,51665.0,52873.96,51601.66,52862.1,9684
2024-02-26 16:00:00,52854.35,53539.88,52743.16,53355.49,9048
2024-02-26 17:00:00,53354.98,53472.58,53174.59,53444.51,6075
2024-02-26 18:00:00,53447.83,53593.49,53258.06,53566.98,6701
2024-02-26 19:00:00,53566.58,54469.67,53417.15,54442.55,6961
2024-02-26 20:00:00,54435.79,54851.06,54231.26,54441.29,8895
2024-02-26 21:00:00,54438.09,54727.39,54288.41,54591.16,6384
2024-02-26 22:00:00,54588.49,54782.24,54415.92,54637.13,5569
2024-02-26 23:00:00,54633.93,54645.25,54408.31,54467.25,5443
2024-02-27 00:00:00,54448.23,54658.5,54404.79,54527.9,5844
2024-02-27 01:00:00,54522.81,55747.84,54475.82,55710.15,7367
2024-02-27 02:00:00,55706.9,56967.55,55565.87,56244.94,11142
2024-02-27 03:00:00,56250.03,56490.95,55505.75,55632.67,6711
2024-02-27 04:00:00,55634.77,56028.44,55496.72,55700.91,7355
2024-02-27 05:00:00,55696.31,56175.45,55579.3,56022.1,6267
2024-02-27 06:00:00,56015.07,56438.89,56006.89,56335.76,5324
2024-02-27 07:00:00,56331.89,56359.98,55778.13,56052.89,5946
2024-02-27 08:00:00,56057.29,56452.28,56003.74,56237.11,6181
2024-02-27 09:00:00,56237.27,56733.24,56143.07,56597.33,6929
2024-02-27 10:00:00,56599.97,56812.54,56337.15,56493.3,7232
2024-02-27 11:00:00,56495.27,56576.74,56292.49,56510.84,6405
2024-02-27 12:00:00,56512.72,57377.06,56444.82,56766.57,9058
2024-02-27 13:00:00,56767.13,57211.85,56576.16,57136.93,9054
2024-02-27 14:00:00,57130.62,57354.69,56627.55,56974.58,10866
2024-02-27 15:00:00,56968.68,57313.11,56580.07,56739.49,11976
2024-02-27 16:00:00,56741.2,57186.88,56206.92,57029.18,11846
2024-02-27 17:00:00,57029.71,57223.73,56656.56,56753.25,8547
2024-02-27 18:00:00,56750.95,57166.71,56663.38,57124.88,7165
2024-02-27 19:00:00,57122.35,57617.27,56893.24,57341.16,7983
2024-02-27 20:00:00,57337.02,57376.41,56656.97,56942.17,9552
2024-02-27 21:00:00,56937.25,57023.88,56558.47,56685.25,7575
2024-02-27 22:00:00,56689.72,57018.83,56610.95,56900.05,5839
2024-02-27 23:00:00,56904.7,57127.4,56845.71,57053.72,5465
2024-02-28 00:00:00,57055.67,57128.52,56871.24,57029.39,6076
2024-02-28 01:00:00,57028.94,57114.21,56727.04,56779.33,5967
2024-02-28 02:00:00,56781.5,57005.3,56658.1,56929.08,6038
2024-02-28 03:00:00,56924.16,56981.43,56813.41,56901.89,5466
2024-02-28 04:00:00,56909.24,57294.47,56853.21,57210.47,5578
2024-02-28 05:00:00,57209.05,57284.13,57035.15,57079.31,5340
2024-02-28 06:00:00,57076.7,57202.52,57037.44,57170.48,5203
2024-02-28 07:00:00,57177.94,58336.44,57142.16,58217.44,9423
2024-02-28 08:00:00,58222.66,59413.84,58140.71,59385.74,14023
2024-02-28 09:00:00,59388.05,59400.1,58816.32,59286.66,10269
2024-02-28 10:00:00,59279.33,59322.91,58946.65,59240.87,7488
2024-02-28 11:00:00,59241.59,59468.18,58492.6,58929.93,9367
2024-02-28 12:00:00,58934.41,59395.19,58874.44,59288.11,8377
2024-02-28 13:00:00,59294.75,60695.6,59244.99,60392.56,12374
2024-02-28 14:00:00,60403.99,61124.92,59768.04,60925.36,11217
2024-02-28 15:00:00,60929.51,61301.88,60520.72,60898.97,11383
2024-02-28 16:00:00,60900.65,62403.41,60803.26,62402.03,11943
2024-02-28 17:00:00,62400.22,63943.85,58679.33,61181.98,23836
2024-02-28 18:00:00,61191.97,61363.05,59065.19,61004.96,14517
2024-02-28 19:00:00,61008.66,61399.71,60492.81,60865.64,10143
2024-02-28 20:00:00,60870.95,61024.31,59830.4,60354.17,10985
2024-02-28 21:00:00,60355.14,60557.96,59721.52,60471.85,8412
2024-02-28 22:00:00,60481.25,61356.84,60434.9,61222.78,7149
2024-02-28 23:00:00,61222.44,62692.38,61198.21,62462.43,10251
2024-02-29 00:00:00,62446.66,62453.63,61145.72,61298.58,11268
2024-02-29 01:00:00,61305.15,61503.52,60938.36,61326.25,8865
2024-02-29 02:00:00,61329.92,61722.17,61019.88,61706.85,8434
2024-02-29 03:00:00,61701.94,61717.77,61067.8,61547.06,8989
2024-02-29 04:00:00,61537.32,62613.45,61243.48,62405.41,10568
2024-02-29 05:00:00,62412.73,62627.28,61718.27,62501.15,9961
2024-02-29 06:00:00,62503.64,63646.15,62428.15,62959.56,11808
2024-02-29 07:00:00,62957.21,63144.22,62501.54,62702.03,10716
2024-02-29 08:00:00,62698.91,63130.93,62334.14,62794.03,11757
2024-02-29 09:00:00,62788.27,62997.86,62220.18,62640.83,9521
2024-02-29 10:00:00,62640.68,62787.91,62061.47,62704.34,8209
2024-02-29 11:00:00,62706.77,63303.43,62577.43,62871.86,9255
2024-02-29 12:00:00,62878.69,62996.18,62223.87,62594.96,8756
2024-02-29 13:00:00,62597.97,63008.5,61993.94,62898.02,9750
2024-02-29 14:00:00,62901.67,63573.62,62730.3,62894.78,11431
2024-02-29 15:00:00,62899.8,63302.07,62533.8,62750.1,10564
